id,date,user,pc,activity
{P4R9-L7HF73NJ-8408BKJP},01/04/2010 07:56:30,DTAA/END0616,PC-2108,Logon
{N5Z9-N3NA32QD-8382LUKM},01/04/2010 07:56:31,DTAA/KNC0403,PC-4475,Logon
{H3S7-V3MP64FG-8965SUOR},01/04/2010 07:56:36,DTAA/RJW0590,PC-3471,Logon
{E4S1-X4DQ03UE-4863ZOFA},01/04/2010 07:56:40,DTAA/TCR0218,PC-0655,Logon
{J3A2-D6MG96OW-7666FQKN},01/04/2010 07:56:41,DTAA/BCM0558,PC-3916,Logon
{Y4B0-N6MS87VZ-2724OKBL},01/04/2010 07:56:48,DTAA/SLG0008,PC-1682,Logon
{E8A9-G1YZ90RE-7059WIMT},01/04/2010 07:56:53,DTAA/ALS0087,PC-2643,Logon
{E7N6-M7JC01KJ-5874KZQB},01/04/2010 07:56:56,DTAA/EMM0782,PC-3643,Logon
{Y8K6-X9SP41TE-9540LDNA},01/04/2010 07:56:57,DTAA/NEP0644,PC-1494,Logon
{R1C7-T2FI11AP-8484LDXH},01/04/2010 07:56:58,DTAA/NMR0621,PC-3148,Logon
{L3T0-V5XU56VG-1379VKGR},01/04/2010 07:57:02,DTAA/AFN0918,PC-3425,Logon
{N4G9-N7TY25OA-7777MNCO},01/04/2010 07:57:03,DTAA/SOG0461,PC-4563,Logon
{Z3P1-Z0RN80VC-8536MNCB},01/04/2010 07:57:03,DTAA/JPP0841,PC-2761,Logon
{I8K2-N6QB20LW-3452SMQP},01/04/2010 07:57:07,DTAA/CDS0110,PC-4367,Logon
{K0D0-A2RN60ZY-1702IJNX},01/04/2010 07:57:10,DTAA/KPB0665,PC-4755,Logon
{E2T9-A1GB51YO-6055DCBM},01/04/2010 07:57:17,DTAA/QGF0292,PC-4358,Logon
{P6O9-G3SV33II-2509HMDJ},01/04/2010 07:57:22,DTAA/HER0860,PC-1902,Logon
{M8B0-V6QU74UT-5031CBQS},01/04/2010 07:57:24,DTAA/VAP0168,PC-2033,Logon
{Z7G8-E5DA66YJ-7754JQQG},01/04/2010 07:57:29,DTAA/SHR0025,PC-0288,Logon
{F0K8-D1CM62HA-5244DQXT},01/04/2010 07:57:35,DTAA/JLV0465,PC-1637,Logon
{Z5B8-B0TD46WS-0115OTAI},01/04/2010 07:57:39,DTAA/EMZ0196,PC-1479,Logon
{U0S6-U4QW57LE-1741VMVO},01/04/2010 07:57:40,DTAA/HWG0148,PC-4448,Logon
{L0G5-N9SI10GW-9298EIHL},01/04/2010 07:57:41,DTAA/ABB0272,PC-0726,Logon
{I7H8-D7AT81MN-8813AHEZ},01/04/2010 07:57:49,DTAA/LGV0288,PC-2749,Logon
{N7E1-S4HR55OV-6808HUQH},01/04/2010 07:57:56,DTAA/LTM0418,PC-4820,Logon
{W2Q0-W0CH87AF-2631HZIE},01/04/2010 07:58:00,DTAA/ARR0878,PC-0266,Logon
{A4W3-H5NU91WY-5961XHUR},01/04/2010 07:58:03,DTAA/IAG0152,PC-3521,Logon
{I7N4-Z4TY28CC-3719CHLL},01/04/2010 07:58:05,DTAA/ZAB0889,PC-2844,Logon
{I9W1-F0RE82BS-8678ZAWE},01/04/2010 07:58:11,DTAA/BLS0098,PC-1776,Logon
{S1P8-P5NK40KI-3390BGNK},01/04/2010 07:58:11,DTAA/MLC0238,PC-2222,Logon
{Q7P4-S1PW31WE-2001WZIM},01/04/2010 07:58:11,DTAA/BBP0623,PC-3160,Logon
{V5M7-O9XP41RT-2430GEZQ},01/04/2010 07:58:15,DTAA/CCG0876,PC-3910,Logon
{Y1S6-V8GD22BS-3994QQOU},01/04/2010 07:58:16,DTAA/BAM0466,PC-3011,Logon
{G3J0-U0BQ47LH-6571JFSO},01/04/2010 07:58:16,DTAA/RME0699,PC-2049,Logon
{V6J4-L4GC29YV-1034NTQZ},01/04/2010 07:58:17,DTAA/LLB0843,PC-3755,Logon
{Z9Q5-X5LJ75VT-6412IPMF},01/04/2010 07:58:20,DTAA/TSC0431,PC-0497,Logon
{K3B4-B4HY05EV-5046VNTA},01/04/2010 07:58:28,DTAA/DAW0199,PC-0735,Logon
{F2T1-X4DX52ZX-3626DBIH},01/04/2010 07:58:30,DTAA/OYR0801,PC-0088,Logon
{P8U0-K4DY79FH-1099CUGD},01/04/2010 07:58:32,DTAA/BTH0004,PC-2468,Logon
{E8I0-C5ZZ74TP-2007XWZM},01/04/2010 07:58:43,DTAA/ECB0185,PC-3713,Logon
{U9G2-T3EH19QN-8902YHIL},01/04/2010 07:58:46,DTAA/SCK0576,PC-4950,Logon
{A4M8-G7NR31YZ-7758RQRD},01/04/2010 07:58:57,DTAA/GYB0248,PC-0436,Logon
{B8H6-C0GJ03OC-3935LYKB},01/04/2010 07:59:00,DTAA/AZC0030,PC-4724,Logon
{W8O5-R0TW70NR-1866UFCQ},01/04/2010 07:59:04,DTAA/MAM0947,PC-4427,Logon
{B2R4-O6SK68WU-5301IHLH},01/04/2010 07:59:26,DTAA/AHS0926,PC-0459,Logon
{A9I0-J2DC47PC-5132ZREF},01/04/2010 07:59:29,DTAA/NET0306,PC-2083,Logon
{Z5O5-V9FD46EZ-4395SOHM},01/04/2010 07:59:30,DTAA/NWC0765,PC-3896,Logon
{H8E9-G5XI61BJ-6641HOSK},01/04/2010 07:59:31,DTAA/RRL0780,PC-2526,Logon
{J5K0-U8XX36MS-8642YYON},01/04/2010 07:59:38,DTAA/PDS0896,PC-3654,Logon
{P7W4-D8OW60PR-7655HPAM},01/04/2010 07:59:39,DTAA/AKM0969,PC-0691,Logon
{E2P3-H5DB72JL-8490FMXQ},01/04/2010 07:59:47,DTAA/HBL0517,PC-1343,Logon
{A7W2-A6BT05YS-2364GETB},01/04/2010 07:59:52,DTAA/CBH0762,PC-4005,Logon
{G3U3-U8GL17RS-4759ZHTP},01/04/2010 07:59:55,DTAA/CNB0615,PC-1605,Logon
{C8E8-H2QK17DV-6658ZWMJ},01/04/2010 08:00:03,DTAA/FNO0471,PC-4905,Logon
{X9F6-X9QT21DE-2766WXGX},01/04/2010 08:00:13,DTAA/HBB0402,PC-0834,Logon
{H1W2-E5DM29ZY-8025HMSS},01/04/2010 08:00:14,DTAA/DMR0377,PC-2173,Logon
{U0U4-S2FK70AB-7344MTYO},01/04/2010 08:00:15,DTAA/JGB0062,PC-3269,Logon
{I4Z8-H2PC18PV-7639LVAI},01/04/2010 08:00:17,DTAA/KRC0455,PC-2286,Logon
{N4E6-V3QS36SA-3130AUCE},01/04/2010 08:00:18,DTAA/JDM0083,PC-1803,Logon
{J8X1-K7OV61PX-8712JIPM},01/04/2010 08:00:26,DTAA/KNH0719,PC-1374,Logon
{T4N6-W3LW10SY-3598CXST},01/04/2010 08:00:29,DTAA/BNW0850,PC-2260,Logon
{X5W6-P2FR81PO-0643YPMV},01/04/2010 08:00:53,DTAA/MAB0532,PC-0797,Logon
{Y5O8-D1RF19EH-6920QFXF},01/04/2010 08:00:54,DTAA/TTG0637,PC-0410,Logon
{S6G3-E1TN63AK-4977ONAC},01/04/2010 08:00:56,DTAA/AAS0709,PC-2967,Logon
{N3P0-B2YP77YO-6137IGTP},01/04/2010 08:01:01,DTAA/NIC0901,PC-2316,Logon
{Z5L1-A4LM22RV-0585GBVG},01/04/2010 08:01:13,DTAA/TLB0831,PC-3459,Logon
{Q7H7-I7CG80YT-7696LORU},01/04/2010 08:01:13,DTAA/KJM0614,PC-4423,Logon
{T1X9-D5BZ39DG-6246RNXG},01/04/2010 08:01:17,DTAA/DSB0887,PC-1158,Logon
{T9Y1-R6DH37MV-1451CKYK},01/04/2010 08:01:17,DTAA/VFS0231,PC-1112,Logon
{M5G2-D4WT98LD-2026TIVH},01/04/2010 08:01:18,DTAA/WAH0813,PC-1147,Logon
{O7R5-V7YG30VU-8294YQYR},01/04/2010 08:01:19,DTAA/KEH0055,PC-1196,Logon
{N6F1-P6YN52AL-4486OTLN},01/04/2010 08:01:23,DTAA/AZS0738,PC-0744,Logon
{O4I2-Q2ED64HF-0478IXZQ},01/04/2010 08:01:28,DTAA/MDS0742,PC-4317,Logon
{S4L9-S0OP45QM-8729PJZN},01/04/2010 08:01:35,DTAA/RJP0345,PC-3284,Logon
{R8F9-G1GZ83YI-9326VCHT},01/04/2010 08:01:40,DTAA/BGN0054,PC-0553,Logon
{P8I1-I7VG53EE-7394ULEF},01/04/2010 08:01:50,DTAA/WMJ0364,PC-4532,Logon
{D5B4-Z5PL44TB-6368MXEP},01/04/2010 08:01:50,DTAA/HNS0858,PC-3790,Logon
{V9X3-K0LR61FG-8334APIB},01/04/2010 08:01:54,DTAA/SMC0139,PC-0577,Logon
{J2H4-T8AN43XB-7472YKMA},01/04/2010 08:01:59,DTAA/MXM0271,PC-1011,Logon
{Y9Q0-L2DY46AH-8432XTUP},01/04/2010 08:02:04,DTAA/NCW0246,PC-4174,Logon
{D5A6-E3ID68CZ-8475DWKY},01/04/2010 08:02:06,DTAA/RSJ0328,PC-4292,Logon
{L6W5-J3PC11SY-0350KCYA},01/04/2010 08:02:07,DTAA/DDD0915,PC-3632,Logon
{R0P3-K9GQ72TV-8396HALP},01/04/2010 08:02:10,DTAA/AIC0321,PC-4887,Logon
{L8P2-E2NY51IB-1262YEBU},01/04/2010 08:02:10,DTAA/YSH0268,PC-2544,Logon
{R0U6-E3DL89KK-7039BWCS},01/04/2010 08:02:18,DTAA/KIM0617,PC-3140,Logon
{V9G8-T1RE58QG-1014WUFM},01/04/2010 08:02:25,DTAA/DST0857,PC-0925,Logon
{R3K4-I2CQ53DI-9551YREQ},01/04/2010 08:02:30,DTAA/HTC0607,PC-1033,Logon
{J3F6-Z1IU94WO-3100KVBP},01/04/2010 08:02:32,DTAA/DAV0579,PC-1701,Logon
{W7Z9-P3ZL92AO-2960CPOF},01/04/2010 08:02:38,DTAA/SRN0275,PC-3531,Logon
{V0K0-N0VI55PU-7739QXIT},01/04/2010 08:02:39,DTAA/MRM0205,PC-0221,Logon
{O8E1-L9VL61HO-1344YUJN},01/04/2010 08:02:58,DTAA/JSE0020,PC-2745,Logon
{M4H4-O6SV22AQ-0798CBKG},01/04/2010 08:03:00,DTAA/AFH0331,PC-0850,Logon
{O0E5-C2IN46HE-8786NTFN},01/04/2010 08:03:08,DTAA/ENB0293,PC-0311,Logon
{P2R3-G6RN07QW-8210KNNB},01/04/2010 08:03:11,DTAA/EGG0294,PC-4696,Logon
{N2M0-F5TN53AG-4950HKDE},01/04/2010 08:03:15,DTAA/RLW0861,PC-4361,Logon
{G8J1-I3GN29SE-0596YPYV},01/04/2010 08:03:32,DTAA/ELA0741,PC-1751,Logon
{D4Y8-C5RR03UG-8558ZRGZ},01/04/2010 08:03:34,DTAA/CCM0827,PC-3355,Logon
{W9X7-F9NH74NI-8834LUUP},01/04/2010 08:03:49,DTAA/BYB0347,PC-0714,Logon
{L6E8-N7XE77AX-5128KWBZ},01/04/2010 08:03:54,DTAA/DRO0126,PC-3212,Logon
{C3H3-B9PL13OJ-5835BMBC},01/04/2010 08:03:55,DTAA/JLC0744,PC-4788,Logon
{V9S9-I1DH77KJ-9561PJBB},01/04/2010 08:04:00,DTAA/GKJ0573,PC-3174,Logon
{C7Q1-N5XD26SC-6713POON},01/04/2010 08:04:04,DTAA/AMH0101,PC-2735,Logon
{Y7O8-O6IC41GY-9436TYQD},01/04/2010 08:04:05,DTAA/CAW0976,PC-4600,Logon
{T6Y6-W8FG98FB-4207HZBK},01/04/2010 08:04:10,DTAA/HDR0261,PC-2506,Logon
{C1R2-E9XH34AB-9741XVYP},01/04/2010 08:04:14,DTAA/LMH0690,PC-2166,Logon
{F0N4-O4RV09LE-9822QEOO},01/04/2010 08:04:16,DTAA/DAG0754,PC-2712,Logon
{L6A0-O9UX79NN-5656PZJV},01/04/2010 08:04:28,DTAA/CLB0995,PC-3713,Logoff
{E0N1-X5UO84HT-1854JOCZ},01/04/2010 08:04:30,DTAA/DRD0916,PC-1703,Logon
{H7E2-G6TQ83DZ-1957EBMG},01/04/2010 08:04:31,DTAA/ALK0520,PC-3889,Logon
{U5H0-I2NR95DA-8541YIBP},01/04/2010 08:04:47,DTAA/MZB0206,PC-3615,Logon
{M6F3-V1OX27RL-7397HWLJ},01/04/2010 08:04:49,DTAA/SDR0010,PC-2030,Logon
{Z8E9-G1SQ18WM-9375CCMD},01/04/2010 08:04:50,DTAA/YCS0667,PC-2615,Logon
{J5J9-W9OT70CL-6550NXSJ},01/04/2010 08:05:06,DTAA/KDL0806,PC-1649,Logon
{X5I6-E0RC79SP-9300OUHB},01/04/2010 08:05:12,DTAA/WLB0169,PC-0986,Logon
{K1R2-Y0DZ36ZL-2463FDRD},01/04/2010 08:05:12,DTAA/PIG0194,PC-0932,Logon
{A9W7-Z7OO54QE-4312DUHG},01/04/2010 08:05:20,DTAA/TKG0523,PC-4393,Logon
{W9O5-Z6XC93FO-4744KQIB},01/04/2010 08:05:22,DTAA/KSW0597,PC-3787,Logon
{A3U8-F0FX29AH-0447OLQY},01/04/2010 08:05:23,DTAA/SAS0433,PC-4670,Logon
{T0K9-O8VS92KU-7644EQWF},01/04/2010 08:05:23,DTAA/KYH0920,PC-1459,Logon
{K2B7-A4VX01ZS-6265TIOX},01/04/2010 08:05:27,DTAA/JCC0140,PC-2950,Logon
{N4K1-Z7QB97BP-6749TYQU},01/04/2010 08:05:30,DTAA/WJR0592,PC-3947,Logon
{L4Q4-W0EP62CT-0974ONED},01/04/2010 08:05:30,DTAA/SND0611,PC-3657,Logon
{K6Q9-E0BF98DU-9874KZAR},01/04/2010 08:05:33,DTAA/ARP0948,PC-4291,Logon
{Y3B1-S2ON72BL-8195SEMF},01/04/2010 08:05:33,DTAA/IMD0776,PC-0544,Logon
{M9D0-A7WV22MQ-2776ERZE},01/04/2010 08:05:35,DTAA/KTM0960,PC-0590,Logon
{M8X1-N5NR17OR-0233XMZS},01/04/2010 08:05:35,DTAA/EDR0642,PC-2000,Logon
{V3I6-T0ZF43HU-2453XXHI},01/04/2010 08:05:42,DTAA/CCH0497,PC-0160,Logon
{N3V5-B9QS93GE-2506VFWP},01/04/2010 08:05:46,DTAA/RCW0436,PC-3171,Logon
{J0N1-Y9MF58TQ-5012EABL},01/04/2010 08:05:47,DTAA/JSH0326,PC-4305,Logon
{T4L7-W0YS93TS-0020SNZG},01/04/2010 08:05:53,DTAA/CDS0300,PC-2678,Logon
{V8X5-X8KQ54LH-3492VUMF},01/04/2010 08:05:55,DTAA/EJB0888,PC-3077,Logon
{H6Q8-H6XQ08BT-4787XZSE},01/04/2010 08:06:00,DTAA/ECB0494,PC-0926,Logon
{L3O2-T1IY37IY-5497ITAN},01/04/2010 08:06:04,DTAA/MDC0595,PC-3750,Logon
{D2P5-H5MO50PF-5681VVAI},01/04/2010 08:06:07,DTAA/ECM0214,PC-1433,Logon
{Y0A6-C6VS52TY-0778LSFB},01/04/2010 08:06:09,DTAA/IVF0777,PC-0212,Logon
{U9D0-F6RQ04BO-1265AKCP},01/04/2010 08:06:12,DTAA/WCB0440,PC-3022,Logon
{M7Y4-F6JQ72XP-8652VKTO},01/04/2010 08:06:15,DTAA/VKB0605,PC-2644,Logon
{A7D2-P2OO80JX-6955ZSIG},01/04/2010 08:06:17,DTAA/KES0043,PC-1638,Logon
{I7V7-U6YF01MD-7244HAIT},01/04/2010 08:06:21,DTAA/RTH0376,PC-0763,Logon
{G5K3-P9GO46JR-5119QAQD},01/04/2010 08:06:29,DTAA/XIN0791,PC-2332,Logon
{K8B4-O7TW28VO-4368XKFR},01/04/2010 08:06:35,DTAA/CLN0999,PC-3676,Logon
{G5J5-L0EF35QS-2113WHOZ},01/04/2010 08:06:35,DTAA/QLC0632,PC-2855,Logon
{D7M6-X2TK93GD-3216JUQC},01/04/2010 08:06:41,DTAA/BCJ0800,PC-2703,Logon
{C3P6-D8DX13WM-5026OJWO},01/04/2010 08:06:49,DTAA/YVF0045,PC-3949,Logon
{N2Q6-E3UG77FZ-0979ZCNT},01/04/2010 08:06:50,DTAA/SSH0144,PC-4673,Logon
{M0C0-V8BL10KG-8909CFMC},01/04/2010 08:06:51,DTAA/DSH0627,PC-2474,Logon
{W5Y9-P9AE83AI-4024HTGJ},01/04/2010 08:06:53,DTAA/OJH0425,PC-4118,Logon
{N0H5-E1ES17UA-1937QSMN},01/04/2010 08:06:55,DTAA/JZO0727,PC-2134,Logon
{P9A5-S4VQ48SQ-7093XDUN},01/04/2010 08:07:04,DTAA/RLC0019,PC-3825,Logon
{R7P0-N0UR83IU-3939SHQF},01/04/2010 08:07:06,DTAA/AOC0511,PC-0354,Logon
{K6S9-H2PK85NU-6620FLIR},01/04/2010 08:07:19,DTAA/SCW0707,PC-1217,Logon
{V9X2-I9CI17KM-0392YGFA},01/04/2010 08:07:26,DTAA/WCM0391,PC-2110,Logon
{K8U7-E9LJ94WK-4987GUDY},01/04/2010 08:07:26,DTAA/NAW0939,PC-0411,Logon
{I0J7-P6YY11BR-9421AQUP},01/04/2010 08:07:32,DTAA/UMB0449,PC-3960,Logon
{I8Q5-M0QP45TJ-2345NAIV},01/04/2010 08:07:33,DTAA/NZD0771,PC-3712,Logon
{S4P4-C8TK58TC-0949NJKB},01/04/2010 08:07:33,DTAA/LCK0666,PC-3245,Logon
{J9C9-A5NE31DC-4087QXOV},01/04/2010 08:07:37,DTAA/EDH0146,PC-3973,Logon
{G3H7-A9AL29AZ-6049TONK},01/04/2010 08:07:43,DTAA/KFF0225,PC-0452,Logon
{J2Z1-V8HQ40IW-5135HPYL},01/04/2010 08:07:43,DTAA/YCV0635,PC-4928,Logon
{A5Q3-C0DQ03JS-4346FDFI},01/04/2010 08:07:50,DTAA/LAH0710,PC-3109,Logon
{D2P2-M0HK04CQ-1072WSZK},01/04/2010 08:07:53,DTAA/MMF0289,PC-1734,Logon
{D9T5-B1KX46UD-2120PNCW},01/04/2010 08:08:00,DTAA/NHL0521,PC-2511,Logon
{O4R0-R7AF43GX-3276VGGN},01/04/2010 08:08:08,DTAA/KSO0749,PC-0174,Logon
{G7Q3-J8QL16WM-9330MYEN},01/04/2010 08:08:10,DTAA/QNK0574,PC-1569,Logon
{G7K0-G1JN62XR-0787ZWZP},01/04/2010 08:08:14,DTAA/CKR0296,PC-4152,Logon
{B3U0-S3EH07DL-9967NJSQ},01/04/2010 08:08:17,DTAA/AAC0344,PC-2282,Logon
{C9O9-L6ZB04QY-5106JKSA},01/04/2010 08:08:19,DTAA/BNN0072,PC-0335,Logon
{C5N3-V2PC16JB-2018LZVJ},01/04/2010 08:08:31,DTAA/AAC0599,PC-1800,Logon
{A7M3-H6UU39IW-7267WJEK},01/04/2010 08:08:31,DTAA/JIP0187,PC-3850,Logon
{G1W7-V2RT63QH-7863CLWZ},01/04/2010 08:08:32,DTAA/NNS0898,PC-4765,Logon
{E4U8-H2HH73KT-5072XIHG},01/04/2010 08:08:47,DTAA/MJK0212,PC-2645,Logon
{A7X2-E0MA30NW-8625HOVC},01/04/2010 08:08:49,DTAA/MOA0526,PC-2701,Logon
{F2F2-S9OC91SG-9615DNGR},01/04/2010 08:08:52,DTAA/NFD0706,PC-4804,Logon
{D5K4-C6DF48YQ-7891QTUP},01/04/2010 08:08:58,DTAA/AUM0365,PC-0338,Logon
{U2N1-N7TQ94TK-8205OYCL},01/04/2010 08:09:05,DTAA/HNK0421,PC-4525,Logon
{B4X5-Y7ZL36OB-0059OTQR},01/04/2010 08:09:06,DTAA/PKH0542,PC-2052,Logon
{F9S6-V2TQ07GI-7716GEQJ},01/04/2010 08:09:12,DTAA/MNB0956,PC-0701,Logon
{N6G3-O6UY08TR-4058ETSW},01/04/2010 08:09:14,DTAA/HAG0649,PC-1350,Logon
{H4S4-R4WN04EU-7474GYYY},01/04/2010 08:09:18,DTAA/CBR0208,PC-2888,Logon
{Q7V2-Q1RT06EB-7016PODD},01/04/2010 08:09:21,DTAA/LCC0556,PC-2460,Logon
{I6H0-K9XU08ZP-6456CQUC},01/04/2010 08:09:21,DTAA/MJF0892,PC-3210,Logon
{O6H9-Q6HJ92JH-3691XVBC},01/04/2010 08:09:24,DTAA/CAC0854,PC-0303,Logon
{A8V3-K1HF57VF-4642FURC},01/04/2010 08:09:27,DTAA/HSR0472,PC-3512,Logon
{I2M7-J9PN60FN-3202CQBV},01/04/2010 08:09:31,DTAA/CKB0536,PC-3570,Logon
{C0A5-D1KE53MC-1899NVHL},01/04/2010 08:09:32,DTAA/CLN0999,PC-3676,Logoff
{E6M8-M9HI18KH-0140GSEG},01/04/2010 08:09:38,DTAA/HCC0258,PC-3668,Logon
{D7D3-B2HV29GL-8847UZRV},01/04/2010 08:09:38,DTAA/RVS0852,PC-2420,Logon
{G8Y8-J1VE35ZZ-1094QWLW},01/04/2010 08:09:39,DTAA/BBH0313,PC-0316,Logon
{C8N1-W1ZR27EP-0837GAFH},01/04/2010 08:09:48,DTAA/HNF0812,PC-4760,Logon
{J9O6-Z7GH88MP-8410XNLV},01/04/2010 08:09:51,DTAA/NSC0842,PC-4132,Logon
{P4L8-D3HN95WD-6246SIRF},01/04/2010 08:09:56,DTAA/CAO0951,PC-2846,Logon
{D6S6-L9WC97XZ-8675TWRK},01/04/2010 08:09:59,DTAA/CYK0330,PC-4246,Logon
{D3H5-T4UP21HS-9516TMSE},01/04/2010 08:10:21,DTAA/CBR0104,PC-0775,Logon
{H1I2-Q4KH58QZ-4575WOSB},01/04/2010 08:10:33,DTAA/LDG0406,PC-4454,Logon
{S4I6-F2SL20TM-4582HSOQ},01/04/2010 08:10:39,DTAA/JXC0393,PC-2734,Logon
{R7B5-Z3HZ83EP-6853WDTY},01/04/2010 08:10:46,DTAA/ENP0794,PC-4483,Logon
{V4W8-B9BW41UF-5721DIZA},01/04/2010 08:11:15,DTAA/HPN0821,PC-3644,Logon
{C9V9-I6TT29BJ-0004EXHO},01/04/2010 08:11:21,DTAA/EBS0287,PC-2785,Logon
{J5Z5-U8YB97FW-9148CFQF},01/04/2010 08:11:41,DTAA/AFR0646,PC-0323,Logon
{S3F2-A4HE61GQ-2156THHS},01/04/2010 08:11:46,DTAA/PCM0846,PC-1898,Logon
{R9W3-T6GI61QY-9733GJSE},01/04/2010 08:11:51,DTAA/KCN0107,PC-2095,Logon
{C5P9-I5VK35YR-0599WKCO},01/04/2010 08:11:55,DTAA/JHD0512,PC-2683,Logon
{F0Q6-E1OQ70AN-1546KMVS},01/04/2010 08:12:14,DTAA/HCG0731,PC-4643,Logon
{E4H0-J2KD38CS-6797EPTY},01/04/2010 08:12:17,DTAA/HED0802,PC-3229,Logon
{F2O1-X0WM30DE-4196WSZE},01/04/2010 08:12:29,DTAA/BAF0379,PC-3645,Logon
{K9U5-A6CS68SL-4922VFEC},01/04/2010 08:12:50,DTAA/DTD0380,PC-2496,Logon
{F8K5-T7MX69BY-9808SAYW},01/04/2010 08:12:53,DTAA/GEC0077,PC-4296,Logon
{G1B1-Z8NU31WF-9317CSSN},01/04/2010 08:13:03,DTAA/JAC0390,PC-1431,Logon
{L3F5-A2PD53VT-9465FJJN},01/04/2010 08:13:04,DTAA/KKW0676,PC-4445,Logon
{T2I6-E1HY35HQ-2249MNJF},01/04/2010 08:13:04,DTAA/HFC0680,PC-3835,Logon
{E6T7-U2ZG88UB-9574FJUJ},01/04/2010 08:13:09,DTAA/KBC0788,PC-1243,Logon
{G4S8-R8QU29OG-4406YBYM},01/04/2010 08:13:10,DTAA/PFF0657,PC-4923,Logon
{K7T8-K0DV86AE-6373UKEV},01/04/2010 08:13:10,DTAA/ZBH0980,PC-0111,Logon
{I2D2-S8ME64BO-5354RSBN},01/04/2010 08:13:19,DTAA/IHD0259,PC-0820,Logon
{H9P5-A2QS28HG-6683RENK},01/04/2010 08:14:15,DTAA/ACR0400,PC-3584,Logon
{L0Z5-T6IS74RI-6097LPTK},01/04/2010 08:14:32,DTAA/TPC0102,PC-4465,Logoff
{W4A1-G4WN59QJ-0627IXEO},01/04/2010 08:14:38,DTAA/FUA0154,PC-1985,Logon
{W4V4-G1WM13QU-6059VLKA},01/04/2010 08:14:44,DTAA/WDW0064,PC-0702,Logon
{U5M3-O8GG76LK-8949NLSB},01/04/2010 08:15:05,DTAA/SDM0333,PC-3021,Logon
{W3U2-U3YR67WN-5436WIVW},01/04/2010 08:15:15,DTAA/AEW0730,PC-4032,Logon
{O9S9-F1OH22ZI-3108LIJK},01/04/2010 08:15:23,DTAA/CMM0900,PC-4293,Logon
{J9V2-G4DH57GJ-6000FMIA},01/04/2010 08:15:38,DTAA/RDG0335,PC-4919,Logon
{A1R3-C2LP14HP-9546BHBX},01/04/2010 08:15:47,DTAA/DNM0143,PC-4773,Logon
{C4E8-X2AF03VI-6347DALD},01/04/2010 08:15:48,DTAA/BVM0716,PC-2840,Logon
{N2R6-W3AK60BT-3421IXBP},01/04/2010 08:16:07,DTAA/SAO0167,PC-3364,Logon
{X4Y7-N3RU58FA-2824IXCC},01/04/2010 08:16:13,DTAA/RBC0879,PC-1261,Logon
{F1D0-C2QK07AB-9888ZEEM},01/04/2010 08:16:13,DTAA/XGB0052,PC-1700,Logon
{T6P1-Z8JU05PP-0463VEJG},01/04/2010 08:16:14,DTAA/WSL0470,PC-4692,Logon
{I5X9-D9QG56LX-1824SGUL},01/04/2010 08:16:21,DTAA/HEG0785,PC-4845,Logon
{W7A1-B4UA49RX-7301OOHD},01/04/2010 08:16:35,DTAA/MSM0226,PC-1732,Logon
{U7R9-L8OE81FZ-4770QWPK},01/04/2010 08:17:41,DTAA/AWB0828,PC-4154,Logon
{C0C9-F0BM35ZT-2095QTYG},01/04/2010 08:18:10,DTAA/CLB0995,PC-4952,Logon
{H1R8-M4NJ86PH-5247CPHR},01/04/2010 08:19:09,DTAA/PCS0097,PC-1228,Logon
{D3Y6-L2XH66XH-4956SKYD},01/04/2010 08:19:14,DTAA/PAC0722,PC-4075,Logon
{K1P2-K4NF82HW-5272BDHB},01/04/2010 08:19:20,DTAA/ASV0049,PC-2492,Logon
{C3J1-C7WY49RR-6725VTEW},01/04/2010 08:19:36,DTAA/VBW0447,PC-2662,Logon
{W3U9-X7VO64FM-5488PHVA},01/04/2010 08:19:36,DTAA/UJC0849,PC-2481,Logon
{S2D0-Y1KC18TG-0219EUIS},01/04/2010 08:19:38,DTAA/SML0486,PC-0001,Logon
{V0L8-B2SK52RC-9914KGXD},01/04/2010 08:19:42,DTAA/BJM0311,PC-2790,Logon
{S1S5-L6TO48QC-6048GTAH},01/04/2010 08:19:45,DTAA/HDR0823,PC-3236,Logon
{D4K0-F4YH04SW-9791DIMM},01/04/2010 08:19:57,DTAA/LPG0099,PC-2359,Logon
{O7V5-P0EA61TK-7754CQOY},01/04/2010 08:20:07,DTAA/LNM0509,PC-0813,Logon
{U6P4-W1QA14GM-9346OWBY},01/04/2010 08:20:16,DTAA/BMM0247,PC-3084,Logon
{C0D8-T1ID57OD-2690UJNO},01/04/2010 08:20:17,DTAA/JLL0301,PC-0807,Logon
{Y0L6-T8EK68KD-4635SCFU},01/04/2010 08:20:22,DTAA/PTH0957,PC-0057,Logon
{H1R7-H1QL36CR-2232WJKO},01/04/2010 08:20:28,DTAA/DNS0937,PC-0856,Logon
{W9Y5-V2YY62UM-6726DPYD},01/04/2010 08:20:32,DTAA/LJB0492,PC-0504,Logon
{T6J3-F2LU66OY-8311RMIV},01/04/2010 08:20:33,DTAA/NHL0253,PC-3339,Logon
{M3A4-W6LJ57YU-4993TQIX},01/04/2010 08:20:37,DTAA/ECT0491,PC-2368,Logon
{C4M0-M6SL88MN-6309DQFE},01/04/2010 08:20:42,DTAA/WDW0485,PC-3096,Logon
{J2O7-F4PH50MQ-6956QWNA},01/04/2010 08:20:45,DTAA/PIP0746,PC-0416,Logon
